Target,0
10emerson10,0.010574712883181646
16lucassilva,0.0037294006597791405
acelerados,0.00512648649319321
aecionevesoficial,0.003207036726493396
alexandrepires_,0.011563121799380058
andersonvarejao18,0.007122916501292499
andre_santos27,0.008293773714103765
andreolifelipe,0.014551036141815559
bobburnquist,0.010871369437207313
bobsinclar,0.0025907885936091446
bruninho1,0.014133247932948836
cacabuenoracing,0.008896820991494265
caiocastro,0.011537920446351423
carlosburle,0.009952802025074517
danbilzerian,0.016881825687394356
danialves,0.02442379882119822
dantebahia,0.007227669332160705
davidbeckham,0.04287426606631679
davidluiz_4,0.017838643737492013
edmundosouza10,0.005508233645564004
euandremarques,0.010295348923677854
filipetoledo,0.01697467480160911
flaviocanto,0.007296528107332874
fredguedes9,0.010669608428112322
gabrielmedina,0.03126288674339539
gabrielopensadoroficial,0.008615865464764333
galvaobueno,0.013407461557213495
gentilfernanda,0.020039310946627448
guimemc,0.006177748847486717
hugogloss,0.020695893191003727
hulkparaiba,0.026852984277201532
john_john_florence,0.004873753663275942
jotaamancio,0.006602565801225418
jpdeoliveira,0.00514910580077932
juliobaptistaoficial,0.010583410370030391
justinbieber,0.012254638098223128
kaka,0.03259875125634301
kellyslater,0.02776589855270427
leomessi,0.016599196213589597
lucasmoura7,0.015473859167095936
m_phelps00,0.00890146741194604
marcelotwelve,0.01968321735297773
marcusbuaiz,0.005870087789694849
massafelipe19,0.011256801562964611
maya,0.00905235624080657
negodoborel,0.008550548856509951
neymarjr,0.05358127227448646
neymarpai_,0.019012398203778164
oficialthiagopereira,0.007591989099071337
olympics,0.009067345548542658
oscar_emboaba,0.010066391736676639
papatinho,0.0038239574827215023
pato,0.011156066803595694
paulinhop8,0.018645454026247423
pedroscooby,0.016451263754469266
psg,0.01862710435319467
rami7oficial,0.005097423499263578
rodrigobocardi,0.0024066216901216407
ronaldo,0.031406295225674945
rubarrichello,0.02489968233741189
seujorge,0.018657088449454684
snoopdogg,0.009682507257923051
tarsomarquesoficial,0.004751789530955848
tgmartins,0.02879628704707811
thbarbosa,0.016843080072726068
thiagosilva_33,0.02408469563966467
tiagoleifert,0.011964270334323186
ticoelias,0.010252711310909305
timebrasil,0.009576119395544844
tkanaan,0.005101433199860973
tombrady,0.01906172272805994
vitorbelfort,0.004985187935600728
